Osm id,Name,Hospital Type,Address,state,district,pincode,telephone,Email,website,latitude,Longitude
508,Kalyani Super Specialty Hospital,Private,"Mehrauli Gurgaon Road, Opp. Govt Girls College, Near Sector - 14, Delhi - NCR",Haryana,Gurgaon,122001,0124 4666999,info@kalyanihospital.com,http://kalyanihospital.com/,NA,NA
509,"Max hospital, Gurgaon",Private,"B - Block, Sushant Lok - I, Gurgaon, Delhi- NCR",Haryana,Gurgaon,122001,0124 6623000,NA,http://www.maxhealthcare.in/index.php/hospital-network/max-hospital-Gurgaon,28.460851,77.074827
510,"Metro Hospital and Heart Institute, Gurgaon",Private,"H - Block, Palam ViharGurgaon, Delhi -NCR",Haryana,Gurgaon,122017,0124 4777000,hr-palamvihar@metrohospitals.com,http://www.metrohospitals.com/content.php?page=170andparent=14,28.518208,77.039013
511,Neelkanth Hospital,Private,"Mehrauli,Gurgaon Road, Near D.L.F. Corporate Park, Phase-III, Gurgaon, Delhi -NCR",Haryana,Gurgaon,122022,"0124 4700500, 0124 4700599",info@neelkanthhospital.com,http://www.neelkanthhospital.com/,28.483368,77.107801
512,Sahaj Dental Clinic,Private,"A-105, Super Mart - I, DLF City, Phase - IV, Gurgaon, Delhi -NCR",Haryana,Gurgaon,122002,0532 3154612,drsandeep@sahajdental.com,www.sahajdental.com,28.467267,77.081601
513,Kathuria Hospital,Private,"19/8, Model Town, Opp SD School, Khandsa Road, Gurgaon",Haryana,Gurgaon,122002,"0124 4119992, 0124 4119993",Kathuria.hospital@yahoo.com,http://www.kathuriahospital.com/index.html,28.459496,77.026659
514,Medanta-The Medicity,Private,"Sector – 38, Gurgaon, Delhi-NCR, Haryana",Haryana,Gurgaon,122001,"0124 4141414 ,0124 4411441",info@medanta.org,http://www.medanta.org/,28.438935,77.040255
515,Anand Hospital,Private,"171, Sector-56 , Gurgaon, Delhi -NCR",Haryana,Gurgaon,122003,NA,info@anandhospitals.com,http://anandhospitals.com/,28.427826,77.100025
516,The Cradle,Private,"SCO - 1, 2 & 3 Sector -14Gurgaon",Haryana,Gurgaon,122001,"0124 4082230,0124 4082232",info@aerobin400.com,http://www.thecradlegurgaon.com/,28.435097,77.10948
517,Paras Hospitals,Private,C-1 Sushant Lok- 1 Sector-43 Phase- I Gurgaon,Haryana,Gurgaon,122002,NA,info@parashospitals.com,http://www.parashospitals.com/,28.451263,77.087556
518,Vatsalya Clinic,Private,"A-126, Nirvana Courtyard,Nirvana Country, Gurgaon, Delhi- NCR",Haryana,Gurgaon,122018,NA,NA,http://www.vatsalyaclinic.com/,28.476756,77.018621
519,Aarvy Hospital,Private,"530/18, Opp Nehru StadiumCivil Lines, Delhi- NCR",Haryana,Gurgaon,122001,0124 4222270,info@aarvyhospital.com,http://aarvyhospital.com/,28.455685,77.030937
520,Ahooja Eye and Dental Institute,Private,"560/1, Dayanand ColonyNew Railway RoadGurgaon",Haryana,Gurgaon,122001,0124 2321234,info@aedi.in,http://aedi.in/,28.473767,77.018047
521,Arihant Hospital,Private,"G-121,Oriental Villa, Sushant Lok III, Sector 57, Gurgaon",Haryana,Gurgaon,122001,0124 4295271,info@arihanthospital.net,info@arihanthospital.net,28.473786,77.018036
522,Park Hospital Gurgaon,Private,"Q Block, South City 2, Sohna Road, Main Sec-47, Gurgaon, Delhi- NCR",Haryana,Gurgaon,122001,"07503141414, 08802141414",gurgaon@parkhospital.in,http://parkhospital.in/,28.420056,77.048268
523,Artemis Health Institute / Arth Medical Centre,Private,"Sector - 51 Gurgaon, Delhi- NCR",Haryana,Gurgaon,122001,0124 6767999,NA,http://www.artemishospitals.com/,28.431613,77.071857
524,Aryan Hospital Pvt. Ltd.,Private,"Old Railway Road, Gurgaon, Delhi- NCR",Haryana,Gurgaon,122001,"0124 4910000, 0124 4910099",support@aryanhospital.in,www.aryanhospital.in,28.469096,77.01984
525,Axiss Dental Hospital,Private,"SCO – 24, Sector – 14,Gurgaon,Delhi- NCR",Haryana,Gurgaon,122001,NA,info@axissdental.com,http://www.axissdental.com/,28.470679,77.046275
526,Shri Balaji's Hospital,Private,"Sector 9-10, Basai Road, Basai Chowk, Delhi- NCR",Haryana,Gurgaon,122001,0124 2225249,hospitalshribalaji@Yahoo.com,http://shribalajihospital.co.in/,28.457514,76.993078
527,Bhardwaj Hospital,Private,"Plot No - E / 1 , Near Sunday MarketMain Bajgerah Road, Rajendra Park , Gurgaon",Haryana,Gurgaon,122001,0124 2468999,NA,http://www.bhardwajhospital.net/,28.514801,77.077402
528,Geeta Nursing Home,Private,"3-H, Near State Bank of India,New Colony, Gurgaon, Delhi- NCR",Haryana,Gurgaon,122001,"0124 2312100, 0124 4079101, 0124 4079102",NA,http://geetanursinghome.in/,28.467206,77.018711
529,Guru Gobind Singh Hospital and SGT Dental College,Private,"Near Sultanpur Bird SanctuaryVillage Budhera, District Gurgaon, Delhi- NCR",Haryana,Gurgaon,122505,"0124 2278184, 0124 2278185",principal@sgtdentalcollege.org,http://www.sgtdentalcollege.org/,28.47841,76.902735
530,Kalyani Hospital,Private,"Mehrauli Gurgaon Road, Opp. Govt Girls College, Near Sector - 14, Gurgaon,Delhi- NCR",Haryana,Gurgaon,NA,0124 4666999,info@kalyanihospital.com,www.kalyanihospital.com,28.607047,76.989095
531,Lall Eye Care Centre,Private,New Railway Road,Haryana,Gurgaon,122001,"0124 2322410, 0124 4065410",ashishlall@rediffmail.com,http://www.lallhospital.com/,28.456457,77.031527
532,Lall Nursing and Maternity Home,Private,"3654,New Railway Road",Haryana,Gurgaon,122001,"0124 2322410, 0124 4065410, 0124 2325410",ashishlall@rediffmail.com,http://www.lallhospital.com/,28°28'44.0,77°03'12.9
533,Lifeaid Medical Centre,Private,"1097, Sector-40,Near Unitech Cyberpark",Haryana,Gurgaon,122001,"0124 4212342, 0124 4107766, 0124 4207766",info@lifeaid.in,http://www.lifeaid.in/,28°27'35.4,77°01'35.9
534,Lotus Hospital,Private,"Mata Road, Near Roadways Workshop",Haryana,Gurgaon,122001,"0124 6410234, 0124 4767676",info@lotushospital.org,www.lotushospital.org,28°28'13.6,77°02'03.2
535,Malik Hospital,Private,Arjun Marg,Haryana,Gurgaon,122001,0124 6623000,malik.hospital@yahoo.co.in,http://malikhospital.idoctor.co.in/,NA,NA
536,"Max Hospital, Gurgaon",Private,"B - Block, Sushant Lok - I, Opp. Huda City Centre Metro Station",Haryana,Gurgaon,122001,NA,NA,http://www.maxhealthcare.in/,28°27'40.0,77°04'29.3
537,Mayom Hospital,Private,"D - Block, South City 1",Haryana,Gurgaon,122001,0124 4111880,"feedback@mayomhospital.com,",http://www.mayomhospital.com/,28°27'30.2,77°03'48.8
538,"Alchemist Hospital, Gurgaon",Private,"Sec 53, Saraswati Kunj,DLF Golf Course Road",Haryana,Gurgaon,122002,0124 4511111,NA,NA,28°27'30.2,77°06'07.9
539,"Rajiv Memorial Eye Infirmary, Jacobpura",Private,"14/5 Jacobpura, Near Arya Samaj Mandir",Haryana,Gurgaon,122001,0124 2328032,rajiveyeworld@yahoo.com,http://rajiveye.tripod.com/,28°27'30.2,77°01'39.9
540,"Rajiv Memorial Eye Infirmary, Sushant Arcade",Private,"26 E Ground Floor, Sushant Arcade Block B",Haryana,Gurgaon,122001,0124 4040038,rajiveyeworld@yahoo.com,http://rajiveye.tripod.com/,NA,NA
541,Satyam Hospital,Private,"173/27, Gali No. 3, Near Hanuman Mandir, Madanpuri",Haryana,Gurgaon,122001,"0124 4236463, 09873725031",satyamhospitalgurgaon@gmail.com,http://satyamhospital.org/,28°27'40.5,77°01'04.8
542,Sethi Hospital,Private,"301-302/4, Model Town, Basai Road",Haryana,Gurgaon,122001,"0124 2321539, 0124 4118001,0124 4118002",info@sethihospital.in,http://www.sethihospital.in/,28°27'24.1,77°01'09.7
543,Shri Balaji Hospital and Trauma Centre,Private,"Sector 9-10, Basai Road, Basai Chowk",Haryana,Gurgaon,122001,0124 2225249,hospitalshribalaji@Yahoo.com,http://shribalajihospital.co.in/,NA,NA
544,Sitaram Bhartia Clinic,Private,"Galleria, DLF city, Phase-IV",Haryana,Gurgaon,122002,0124 4131111,enquiries@sitarambhartia.org,http://www.sitarambhartia.org/,28.467569,77.081864
545,Sunrise Hospital,Private,"Khandsa Road, Near Sector 10A",Haryana,Gurgaon,122001,"0124 6466101 , 0124 6410841, 0124 4388831",sunrisehospital2009@yahoo.in,http://www.sunrisehospital.net.in/,28.444238,77.011741
546,Thakral Nursing and Maternity Home,Private,"316/16, Shivaji Nagar, Behind Petrol Pump, Sohna Alwar Road",Haryana,Gurgaon,122001,"0124 2331133 ,0124 2329387, 0124 4281301,0124 4281302,0124 4281303,0124 4281304",tnmh@rediffmail.com,www.thakralnursinghome.com,28.454338,77.027904
547,Prime Dental Care and Orthodontic Centre,Private,"Indraj Arcade, Opp. Hope Appts,Jharsa Road, Basement RelianceFresh, Sector 15",Haryana,Gurgaon,122011,NA,majdrpankaj@yahoo.co.in,http://primedentalcentre.com/,NA,NA
548,The Dental Lounge,Private,"83, Arjun Marg,DLF Phase-1",Haryana,Gurgaon,122001,0124 4201125,thedentallounge@gmail.com,http://www.thedentallounge.com/,NA,NA
549,Vardhman Medicare Centre,Private,"Institute for Advanced IVF/ICSI, Laparoscopy And Child CareSec -5/239, Sheetla Mata Road",Haryana,Gurgaon,122001,NA,vmcgurgaon@gmail.com,http://www.vmcgurgaon.com/,28.482345,77.01377
550,Nova Care Clinic,Private,New Railway Road,Haryana,Gurgaon,122001,0124 2307524,vmcgurgaon@gmail.com,http://www.vmcgurgaon.com/,NA,NA
551,Yadav Hospital,Private,"C-1, Sector-10-A, Opp. Meenakshi Public School, Gurgaon, Haryana,Phone-",Haryana,Gurgaon,122001,"0124 2210292, 0124 2212622",yadavhospital10a@gmail.com,http://yadavhospital.com/,NA,NA
552,"Centre For Sight, Gurgaon, Sector 29",Private,"SCO Complex – 317, Sector – 29",Haryana,Gurgaon,122001,"0124 4210317/18, 428730",infogurgaon@centreforsight.net,http://www.centreforsight.net/,28.463842,77.065339
553,"Centre For Sight, Gurgaon , New Railway Road",Private,"Plot 399/1, New railway road",Haryana,Gurgaon,122001,"0124 2220101, 0124 2221101, 0124 2222101",infogurgaon1@centreforsight.net,http://www.centreforsight.net/,28.468178,77.025962
554,Divine Look Clinic Centre 1,Private,"LG-9, D T Mega mall , DLF PHASE 1",Haryana,Gurgaon,122001,"0124 4053163, 0124 4053164, 0124 4053165",NA,http://www.divinelook.in/,NA,NA
555,Divine Look Clinic Centre 2,Private,"S-373,Uppal South End , BehindOmaxe Plaza, Sohna Road",Haryana,Gurgaon,122001,0124 4053163,NA,http://www.divinelook.in/,NA,NA
556,"Eye-Q Super Speciality Eye Hospitals, DLF Phase",Private,"4306, Near Galleria MarketDLF Phase IV",Haryana,Gurgaon,122001,"0124 4272225, 0124 4272226,0124 4272227",NA,NA,28.466036,77.083114
557,"Eye-Q Super Speciality Eye Hospitals, New Railway Road",Private,"Sheetla Hospital, New Railway Road",Haryana,Gurgaon,122001,"0124 2875875,0124 2875803, 0124 2875830",NA,http://www.eyeqindia.com/,NA,NA
558,"Eye-Q Super Speciality Eye Hospitals, Palam Vihar",Private,"SCO/F-85, Near Rotary Public School, Sec-22, Palam vihar",Haryana,Gurgaon,122001,0124 4044225,palam.vihar@eyeqindia.com,http://www.eyeqindia.com/,28.510706,77.048442
559,Privat Hospital,Private,"DLF City-II, M.G. Road Gurgaon, Haryana , Near MG Metro Station",Haryana,Gurgaon,122002,0124 4324300,info@privathospital.org,http://www.privathospital.org/,NA,NA
560,"World Laparoscopy Hospital,",Private,"Cyber City, DLF Phase II",Haryana,Gurgaon,122002,0124 2351555,contact@laparoscopyhospital.com,http://www.laparoscopyhospital.com/,28.494687,77.091655
561,Columbia Asia Hospital,Private,"Block F, Gol Chakkar, Palam Vihar",Haryana,Gurgaon,122017,0124 3989896,customercare.palam@columbiaasia.com,http://www.india.columbiaasia.com/,28.509121,77.041423
562,"Rockland Manesar, Gurgaon",Private,"Plot No. P-2, Sector-5, IMT, Manesar",Haryana,Gurgaon,NA,0124 4755555,manesar@rocklandhospitals.com,http://www.rocklandhospitals.com/,28.3667,76.932796
563,Umkal Hospital,Private,"Dr. Umesh Gupta , A-520, Sushant Lok-1, Near IFFCO Chowk Metro Station",Haryana,Gurgaon,122002,0124 4666555,NA,http://drumeshgupta.com/,28.471582,77.073311
564,"Eye-Q Super Speciality Eye Hospitals, Hisar, Barwala Road",Private,"H.No-433/9C/2 , Tayal Garden, Barwala Road",Haryana,Hisar,125005,"01662 278475, 01662 276436",NA,http://www.eyeqindia.com/,NA,NA
565,"Eye-Q Super Speciality Eye Hospitals, Hisar, Jindal Chowk",Private,Jindal Chowk,Haryana,Hisar,125005,NA,NA,http://www.eyeqindia.com/,NA,NA
566,Jawa Children Hospital,Private,"Child Care Centre, Sector-13",Haryana,Hisar,125001,"01662 250506, 01662 249406",NA,http://www.jawahospital.com/index.html,29.13205,75.740991
567,National Fertility and Test Tube Baby Centre,Private,"Tayal Garden, Barwala Road",Haryana,Hisar,125001,01662 275337,anuragbishnoi2000@yahoo.com,http://www.nationalfertilitycentre.com/,NA,NA
568,Geetanjali Hospital,Private,"270-N , Gurudwara Road , Near Post Office , Model Town",Haryana,Hisar,125005,"01662 245533, 01662 250522",geetanjalihospitalhisar@gmail.com,www.geetanjalihospitalhisar.com,29.132396,75.743187
569,"Dr. Anant Ram janta Hospital, Barwala",Private,"Hospital Road, Barwala,",Haryana,Hisar,125121,01693 242096,NA,http://jantahospitalbarwala.com/,29.363094,75.901815
570,AMC Hospital,Private,"Chudamani Complex, Champ Chowk,Delhi Road",Haryana,Hisar,125001,"01662 283343, 01662 272642",amc.darjhb@gmail.com,http://jantahospitalbarwala.com/,29.146803,75.727232
571,Jindal Institute of Medical Sciences,Private,Model Town,Haryana,Hisar,125005,"01662 221169, 01662 220169, 01662 220511",info@ncjims.org,http://www.ncjims.org/,29.130487,75.746226
572,Khetarpaul Hospital,Private,"S.C.F 211, C.U.E.1, Green Square",Haryana,Hisar,125001,"01662 237500,01662 237300, 01662 233300",NA,http://www.khetarpaul.com/,29.158508,75.719066
573,Life Line Hospital of Medical Sciences,Private,Opposite Godara petrol pumpAzad Nagar,Haryana,Hisar,125001,"01662 253400,01662 254800,",drlalitmohan@lifelinehisar.com,http://www.lifelinehisar.com/,NA,NA
574,Sharma Nursing Home,Private,Prem Nagar,Haryana,Hisar,125001,01662 231775,snh_hisar@sancharnet.in,http://snhhisar.4t.com/,29.152137,75.716707
575,Central Medical Centre (CMC),Private,"Near Dabra Chowk, Delhi Road",Haryana,Hisar,125001,"01662 237476, 01662 327106",cmchospitalhisar@hotmail.com,http://cmchospitalhisar.com/,29.140859,75.734104
576,Shanti Ano-Rectal Hospital,Private,"Jindal Chowk, Model Town",Haryana,Hisar,125005,01662 223321,info@pileclinichisar.com,http://pilesclinichisar.com/,29.133525,75.746655
577,Shanti Ano-Rectal Hospital and Kshar Sutra Centre,Private,"Subhash park, Jindal Chowk",Haryana,Hisar,125005,01662 223321,info@pileclinichisar.com,http://pilesclinichisar.com/,29.133524,75.746667
578,Shivam Hospital,Private,"Nahra-Nahri Road, Line Par",Haryana,Jhajjar,124507,1276260555,shivamrrhospitals@gmail.com,www.shivamrrhospitals.com,NA,NA
579,Gangaputra Hospital and Research Centre,Private,"Kaithal Road, Kandela",Haryana,Jind,126102,NA,info@gangaputrahospital.com,http://www.gangaputrahospital.com/,NA,NA
580,Dr. Meenakshi Jain Hospital,Private,"55/6,Gandhi Nagar, Near Telegraph Office",Haryana,Jind,126102,01681 253386,NA,http://www.mjhospitaljind.com/,NA,NA
581,Arora Eye and Lasik Laser Centre,Private,"650, Sector- 7, Urban State",Haryana,Karnal,132001,"01842280434, 0184 4036258",NA,http://aroraeyecentre.com/,NA,NA
582,Karnal Nursing Home,Private,"26, Duggal Colony",Haryana,Karnal,132001,"0184 2254518,",vks@drvksingla.com,http://www.drvksingla.com/contact-us,NA,NA
583,"Life Care Hospital, Karnal",Private,"Main Market, Sector 7",Haryana,Karnal,132001,0184 2282999,admin@lifecarekarnal.com,http://lifecarekarnal.com/,29.687535,77.010506
584,"Dr. Om Parkash Goel Medicare, Karnal",Private,"6, Jain Market ,Near Ram Lila Ground, Railway Road",Haryana,Karnal,132001,0184 2255522,dranandgoel@rediffmail.com,http://www.doctoranandgoel.com/,NA,NA
585,Tagore Hospital,Private,"H N- 7, Sector, Urban Estate",Haryana,Karnal,132001,NA,NA,http://www.tagorehospital.co.nr/,29.682353,76.997717
586,R P Stone Clinic Pvt. Ltd.. Karnal,Private,"37-38, Sector-14, Urban Estate",Haryana,Karnal,132001,NA,rpstoneclinic@gmail.com,http://www.rpstoneclinic.com/,NA,NA
587,Guru Nanak Hospital,Private,"Opp. Police Lines, Near Dyal Singh College",Haryana,Karnal,132001,"0184 2251616, 0184 2271676",info@gurunanakhospitalkarnal.com,http://gurunanakhospitalkarnal.com/,29.694208,76.989463
588,Sidharth Hospital,Private,"Ladwa Road, Shahbad Markanda",Haryana,Kurukshetra,133001,0174 4329600,sidhar04@yahoo.co.in,http://sidharthhospital.in/,NA,NA
589,Saraswati Mission Hospital,Private,Ambala Road Pehowa,Haryana,Kurukshetra,136128,"01741 220939, 01741 220011",info@saraswatimissiongroup.com,http://saraswatimissiongroup.com/,NA,NA
590,Pooja Hospital,Private,"M.Garh Road Narnaul,Near Nuni Mode",Haryana,Mahendergarh,123001,"01282 260817, 01282 329385",admin@poojahospital.net,http://www.poojahospital.net/,NA,NA
591,Samvedna Hospital and Diagnostic Center,Private,"817, Mahendragarh Rd. Opp SP Office, Sector 1, (Behind DC Residence",Haryana,Narnaul,123001,NA,samvednabharat@gmail.com,http://samvedna.webs.com/,28.057286,76.105335
592,Dr. Baglas Nursing Home,Private,Delhi Mathura Road,Haryana,Palwal,121102,"01275 252588, 01275 252688",drbagla@drbagla.com,http://www.drbagla.com,NA,NA
593,"Alchemist Hospital, Panchkula",Private,Sector 21,Haryana,Panchkula,134112,0172 4500000,NA,http://www.alchemisthospitals.com/,30.67454,76.864759
594,Chakravarty Nursing Home,Private,"207, Sector 10",Haryana,Panchkula,134109,"0172 2563505, 0172 2567505 , 0172 2587505",NA,http://chakravartynursinghome.com/,30.688512,76.850341
595,Chakravarty Polyclinics,Private,"208, Sector-10",Haryana,Panchkula,134109,"0172 2563505 , 0172 2567505 , 0172 2587505",NA,http://chakravartynursinghome.com/,NA,NA
596,Drishti Eye Hospital,Private,"SCO-26, Sector-11",Haryana,Panchkula,134109,0172 2571572,agdrishtiag@gmail.com,http://www.drishtieyehospital.com/,30.687822,76.850726
597,Shri Ram Hospital,Private,"1187, Sector 11, Near Main Bus Stand",Haryana,Panchkula,134112,"0172 2580061, 0172 2561187",a_dua_shriram@rediffmail.com,http://shriramclinic.com/,30.689233,76.853505
598,Phoenix Hospital,Private,"SCO 8, Sector 16",Haryana,Panchkula,134108,"0172 5054321, 0172 5011333",phoenixhospital@gmail.com,http://www.phoenixhospitalindia.com/,30.695872,76.83829
599,"ESI Hospital, Panipat",Public,ESICBuilding,Haryana,Panipat,132103,01742 39953,esic-hqrs@esic.in,http://www.esic.nic.in/Haryana-hospital.php,NA,NA
600,Madaan Hospital,Private,"Assandh Road, Model Town",Haryana,Panipat,132103,0180 2697491,NA,http://madaanhospitals.com/,29.394291,76.959206
601,Ravindra Hospital,Private,"638, Model Town",Haryana,Panipat,132103,"0180 2650380, 0180 2651331",ravindrahospital@gmail.com,http://www.ravindrahospitalpanipat.com/,29.38245,76.959014
602,Aman Hospital,Private,"Aman Hospital,Bishal Swaroop ,Colony",Haryana,Panipat,132103,0180 2641585,NA,www.amanhospital.com/‎,29.397058,76.966414
603,Chhabra Star Hospital.,Private,"1-A,Narain Singh Park,Assandh Road, Model Town",Haryana,Panipat,132103,"0180 2651777, 0180 2655777",info@chhabrahospital.in,http://www.chhabrahospital.in/,29.39517,76.959183
604,Dewan Dental Clinic and Diagnostic Centre,Private,"614, Model Town, Opp. Ram Sharnam Ashram (Shakuntla mandir)",Haryana,Panipat,132103,"0180 2653614,0180 4010614",ddc614@gmail.com,http://www.dentistpanipat.com/,NA,NA
605,Dr. G.C. Gupta Hospital,Private,"372-373, Huda Sec-2",Haryana,Panipat,132103,"0180 2662653, 0180 2662706",drgcgupta@gmail.com,http://gcguptahospital.com/,29.380741,76.977056
606,Malhotra Mother and Child Hospital,Private,"656-R, Pruthi Chowk, Model Town",Haryana,Panipat,132103,0180 4016310,p6malhotra@gmail.com,http://www.malhotrahospital.net/,29.383367,76.958807
607,"R P Stone Clinic Pvt. Ltd., Panipat",Private,"SCF: 30-31, Sector-11, Near Angel Prime Mall, Huda Colony",Haryana,Panipat,132103,0180 2697174,rpstoneclinic@gmail.com,http://www.rpstoneclinic.com/,29.381614,76.979428
608,"Eye-Q Super Speciality Eye Hospitals, Rewari",Private,"Garhi Bolini Chowk, Circular Road",Haryana,Rewari,123106,"01274 252001, 01274 252002, 01274 252003",NA,http://www.eyeqindia.com/,28.19269,76.61958
609,Apex Health Care and Apex Hospital and Trauma Centre,Private,"Plot No 5, Sector 6, Dharuhera",Haryana,Rewari,123106,"01274 243374, 01274 243375","apexhospital.rew@gmail.com,",http://www.apexhealthcare.co.in/,28.210726,76.794894
610,Arora Nursing Home,Private,"Near Guru Chowk, Model Town",Haryana,Rewari,123401,01274 224500,NA,http://www.aroranursinghome.com/,NA,NA
611,Dr. S.P. Yadav Hospital,Private,"Kanod Gate, Circular Road",Haryana,Rewari,123401,"01274 254499 / 01274 222799 , 01274 220299",info@drspyadavhospital.com,http://www.drspyadavhospital.com/,28.19976,76.610435
612,Ganga Sahai Multi Speciality Hospital,Private,"Huda Bye Pass Road, Housing Board, Sector-3",Haryana,Rewari,123401,01274 261066,gangasahaihospital@gmail.com,http://gangasahaihospital.com/,28.179608,76.615163
613,Hari Om Agrasen Hospital,Private,"Near Kanod Gate, Circular Road",Haryana,Rewari,123401,"01274 225518, 01274 220230",NA,http://www.aggarwalsamaj.com/,NA,NA
614,"Life Care Hospital, Rewari",Private,"Sec-5, Huda Market, OPP. BMG Mall, Circular Road",Haryana,Rewari,123401,0184 2282499,admin@lifecarekarnal.com,NA,NA,NA
615,Arora Nursing Home,Private,"Near Guru Chowk, Model Town",Haryana,Rewari,123401,"01274 224500,01274 225500",NA,http://www.aroranursinghome.com/,NA,NA
616,Dr. Gogias Super Speciality Dental Care Centre,Private,"Delhi Road , 101, Opposite Liberty Theatre, Subhash Naga",Haryana,Rohtak,124001,0720 6444090,info@rohtakdentist.com,http://www.rohtakdentist.com,NA,NA
617,"Eye-Q Super Speciality Eye Hospitals , Rohtak",Private,"Makroli House, Sonipat Road",Haryana,Rohtak,124001,01262 256770/71,NA,http://www.eyeqindia.com/,28.895823,76.602249
618,City Super Speciality Hospital,Private,"Near Mohan Petrol Pump, Sukhpura Chowk to Ghana, Panipat Road",Haryana,Rohtak,124001,01262 277015,info@cityhospitalsindia.com,http://cityhospitalsindia.com/,NA,NA
619,Ishwar Eye Centre,Private,"926, Vijay Park (Jhang Colony)",Haryana,Rohtak,124001,"01262 216390, 01262 251025",ishwareyecentre@gmail.com,http://www.ishwareyecentre.co/,28.894963,76.602832
620,Oxygen Hospital,Private,"Near Gurudwara, Bhiwani Stand",Haryana,Rohtak,124001,01262 290615,NA,http://www.oxygenhospital.com,28.897405,76.575698
621,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Private,Rohtak,Haryana,Rohtak,124001,"01262 211300, 01262 211303",NA,http://www.pgims.org/,28.879942,76.608055
623,Shanti Maternity and Nursing Home,Private,"Jind Bypass Chowk, Jind Road, Jind Road",Haryana,Rohtak,124001,0262 235639,info@smnh.in,http://www.smnh.in/,NA,NA
624,Sunflag Hospital,Private,"Opposite C.R. Poly,Delhi Road",Haryana,Rohtak,124001,"01262 657780, 01262 657781, 01262 657782",info@sunflaghospital.com,http://sunflaghospital.com/,28.885192,76.614509
625,"Life Care Hospital ,Rohtak",Private,"318/25,Medical More,Opp.Chand Health Club",Haryana,Rohtak,124021,NA,Drjale4u@gmail.com,http://www.lifecarehospitalrohtak.com/,28.888114,76.611374
626,Shri Baba Mast Nath Charitable Hospital,Private,Asthal Bohar,Haryana,Rohtak,124021,0126 292752,NA,http://babamastnathuniversity.com/services.html,28.874995,76.644586
627,Gaur Brahman Ayurvedic College,Private,Brahmanwas-,Haryana,Rohtak,124001,NA,gbayurvediccollege@gmail.com,www.gbayurveda.org,28.971152,76.629809
628,Sanjivani Hospital,Private,"Under Railway over bridge, Hissar Road",Haryana,Sirsa,125055,01666 222221,NA,http://www.sanjivanihospitalsirsa.com/,29.53409,75.039292
629,Apex Hospital,Private,Circular Road,Haryana,Sirsa,125055,"01666 226888 ,01666 223450",apexhospital@hotmail.com,http://apexhospitalsirsa.com/,29.537019,75.026202
630,Bansal Hospital,Private,Circular road near Balmiki Chowk,Haryana,Sirsa,125055,011666 221135,info@bansalhospitals.com,http://www.bansalhospitals.com/,29.536544,75.022587
631,Neeraj Hospital,Private,"Shiv Chowk, Circular Road",Haryana,Sirsa,125055,01666 236666,Neeraj729@gmail.com,http://www.neerajhospital.com/,NA,NA
632,Sangwan Nursing Home,Private,"Sangwan Chowk, N.H -10",Haryana,Sirsa,125055,NA,NA,http://www.sangwannursinghome.com/,29.537768,75.031749
633,Navjeevan Children Hospital,Private,"Opposite Suraj Cinema, Dabwali Road",Haryana,Sirsa,125055,"01666 235287,01666 320287",NA,http://navjeevanchildrenhospital.com/,29.542547,75.029031
634,Ayujyoti Ayurvedic College and Hospital,Private,"Panjuana-Kharia Road, Jodhpuria, Sirsa, Haryana, Phone-, Fax-",Haryana,Sirsa,125055,NA,ayujyoticollege@gmail.com,http://ayujyoti.org/,29.621083,74.919034
635,Mata Shanti Devi Institute of Nursing,Private,Sirsa,Haryana,Sirsa,125055,NA,NA,http://sbsgoi.org/,NA,NA
636,Rajendra Institute,Private,"4th Milestone, Hisar Road",Haryana,Sirsa,125055,01666 250838,ss2@rediffmail.com,http://www.rajendrainstitutes.com/,29.528175,75.083383
637,Dr. Praveen Eye Hospital and Research Centre,Private,Under Railway over bridge,Haryana,Sirsa,125005,01666 222221,allcsirsa@yahoo.com,http://advancedlasiklasercentre.com/test/,29.534117,75.039948
638,Poonia Hospital,Private,"Surkhab Chowk.opp Tularam ,Dharamshalla",Haryana,Sirsa,125005,NA,aspunia@hotmail.com,http://advancedlasiklasercentre.com/test/,29.532961,75.035345
639,Bansal Nursing Home,Private,Valmiki Chowk,Haryana,Sirsa,125005,NA,mahiproy@hotmail.com,http://advancedlasiklasercentre.com/test/,29.536546,75.022587
640,Bagla Eye Hospital and Laser Centre,Private,"Color Road , Mandi Dabwali",Haryana,Sirsa,125104,NA,drmadanbagla@yahoo.co.in,http://advancedlasiklasercentre.com/test/,NA,NA
641,Shah Satnam Ji Speciality Hospital,Private,"Near Shah Satnam ji, Dham",Haryana,Sirsa,125055,"01666 245688,01666 245738",msg@derasachasauda.in,http://derasachasauda.org/,29.470129,75.077546
642,Poojaneeya Mata Aas kaur Ji Ayurvedic Hospital,Private,"Near Shah Satnam ji, Dham, Sirsa",Haryana,Sirsa,125055,"01666 245688, 01666 245738",msg@derasachasauda.in,www.derasachasauda.org,NA,NA
643,"Param Pita Ji Ke Sahibjade Aur Sahibjadean – Bhai Ranjeet Singh Ji, Bibi Jagjit Kaur, Behan Sehaj Naturopathy Hospital",Private,"Near Shah Satnam ji, Dham",Haryana,Sirsa,125055,"01666 245688,01666 245738",msg@derasachasauda.in,www.derasachasauda.org,NA,NA
